싱글맘맘이야,여우자매,대학원 탈출일지,오사와 오폐수들,저승파견고용직,우리 카페 사장님이 이상하다,"괜찮아, 고3이야",우리집 강아지는 복슬강아지,지극히 평범한 생활,아빠는 N살,낮잠 자는 사람들,깜빡깜빡,루텔,구나의 그랬구나,아스테리스크,아오링도쿄,잔액이 부족합니다,운명...인가요?,발버둥치다,국제결혼개그만화,실험학교,오늘을 담다.,방구석수필,좀비 패밀리,(Old)악마법소녀,서툴고 어리숙해도 좋아하는,정령왕즈,쿤도덥브라더스,생각보다 잘 자랐습니다,몬스터 커맨더F,생존일지,시크릿가족,무엇이든 그려드립니닷!,카나와 초나의 독일,그래도 하루는,죽음과 동화,감각의 어빌러티,천상대전,AI폰 아리랑,채채쓰의 웃픈일기,방에 콕! 진댕,무존재감
"('재미있게', 3)","('좋다', 8)","('부럽', 3)","('같았는데', 2)","('같음', 3)","('바쁘시구나', 2)","('있으시다면', 6)","('귀엽자', 2)","('궁금한거', 2)","('귀여우셔요', 1)","('야하는', 3)","('아니다', 4)","('쉬운', 5)","('얌전히', 3)","('없다', 2)","('좋아', 3)","('좋겠는데', 2)","('재밌었어요', 3)","('없고', 8)","('귀여운데', 2)","('좋아', 4)","('슬퍼요', 5)","('좋았어요', 4)","('재밌어요', 2)","('없습니다', 8)","('있나', 2)","('많으셨습니다', 4)","('좋아하는데', 2)","('힘들었던', 4)","('없다는', 3)","('아니었네', 2)","('확실히', 4)","('싫은', 3)","('재밌어요', 4)","('아파', 5)","('건강하세요', 4)","('똑같지만', 2)","('싫어요', 3)","('확실히', 2)","('따뜻해', 2)","('없어', 2)","('무서워', 2)"
"('있었죠', 3)","('없지', 8)","('배부르다는', 3)","('앙큼하게', 2)","('그렇지', 3)","('많으셔요', 2)","('힘든', 6)","('낮아', 2)","('비슷해서', 2)","('아까', 1)","('좋겠다', 3)","('있죠', 4)","('좋아서', 5)","('따뜻하고', 3)","('안된다', 2)","('슬플줄이야', 2)","('재밌는데', 2)","('이뻐요', 3)","('괜찮아요', 8)","('이뻐', 2)","('죄송해요', 4)","('있으세요', 5)","('멋있어요', 4)","('미치겠다', 2)","('같아서', 8)","('있었던', 2)","('좋겠어요', 4)","('죄송합니다', 2)","('행복할', 4)","('많네', 3)","('친근해진', 2)","('없음', 4)","('친한', 3)","('좋아하신다니', 4)","('그렇지', 5)","('아파요', 4)","('재미있겠다', 2)","('무사히', 3)","('같당', 2)","('익숙한', 2)","('같음', 2)","('좋네요', 2)"
"('예쁘고', 3)","('예쁘고', 8)","('같은내용', 2)","('어떡해요', 2)","('귀여워', 3)","('아니어도', 2)","('아쉽네요', 5)","('어떡해', 2)","('궁금해서요', 2)","('이쁘다', 1)","('재밌네요', 3)","('있지만', 4)","('없어요', 4)","('대단해요', 3)","('기대하겠습니다', 2)","('아파하는', 2)","('흔하고', 2)","('건강하고', 3)","('아니지만', 8)","('귀엽습니다', 2)","('괜찮으세요', 4)","('다양한', 4)","('따뜻한', 4)","('변함', 2)","('같습니다', 8)","('그러고', 2)","('좋아해요', 3)","('솔직히', 2)","('무서운', 4)","('많아', 3)","('쓰리에', 2)","('무서운', 4)","('있었습니다', 3)","('어려워서', 4)","('괜찮아요', 5)","('안쓰럽고', 4)","('부러워', 1)","('죄송합니다', 3)","('아니겠지', 2)","('부러워', 2)","('먼가', 2)","('궁금한디', 2)"
"('바쁜', 3)","('아니야', 7)","('있었다고', 2)","('없을', 2)","('없으니', 3)","('충분한', 2)","('힘들고', 5)","('예뻐', 2)","('그래요', 2)","('있다는거어', 1)","('두근거리는', 3)","('그래요', 4)","('부탁드립니다', 4)","('같아서', 3)","('아닐까', 2)","('이렇듯', 2)","('귀여우셔', 2)","('기뻐요', 3)","('아닌가', 8)","('예뻤는데', 2)","('있다고', 4)","('건강하세요', 4)","('행복하세요', 4)","('잘생기셨군요', 2)","('예쁘다', 8)","('있네요', 2)","('있을게요', 3)","('그렇지', 2)","('있지만', 4)","('아닐까', 3)","('빨개져', 2)","('없다고', 4)","('무서워서', 3)","('힘든', 4)","('괜찮아', 5)","('많은데', 4)","('살찌진', 1)","('건강하세요', 3)","('없겠네', 2)","('눈부시면', 2)","('알차게', 2)","('아닌가요', 2)"
"('편해졌어요', 3)","('이쁘다', 7)","('무서운', 2)","('없죠', 2)","('아름다우십니다', 3)","('긴박함과', 2)","('안될까', 5)","('던거야', 2)","('좋습니다', 2)","('이빠진거', 1)","('좋아하는', 3)","('귀여워요', 4)","('어느새', 4)","('부럽네요', 3)","('미친', 2)","('무사하길', 2)","('안되는거지', 2)","('무사히', 3)","('행복하세요', 7)","('높아요', 2)","('무서워', 4)","('기대하겠습니다', 4)","('재밌다', 3)","('이쁘다', 2)","('노란', 8)","('좋았고', 2)","('좋습니다', 3)","('없도록', 2)","('더라구요', 4)","('안되지', 3)","('궁금해요', 2)","('역겨운', 4)","('있으실까', 3)","('뜨거운', 4)","('속상하고', 5)","('재미있게', 3)","('재미있다', 1)","('괜찮으신', 3)","('귀엽고', 2)","('어떨까', 2)","('귀찮아지는', 2)","('재밌었는데', 2)"
"('귀여운거', 2)","('재밌어요', 7)","('아니라니', 2)","('미쳤어', 2)","('이뻐', 3)","('바쁨이', 2)","('귀여운', 5)","('이런건', 2)","('부드러워진거', 2)","('재밌게', 1)","('궁금해서', 3)","('귀여워', 4)","('좋겠다', 4)","('반가워요', 3)","('수많은', 2)","('아니든', 2)","('길고', 2)","('있을게', 3)","('아닌데', 7)","('행복하기만', 2)","('싫어', 4)","('따뜻해져서', 4)","('없죠', 3)","('멋집니다', 2)","('좋아서', 7)","('가깝게', 2)","('어느새', 3)","('뻔하거나', 2)","('많아서', 4)","('많은', 3)","('안될까', 2)","('확실하게', 4)","('같단', 3)","('있을까요', 4)","('아니죠', 5)","('차가', 3)","('귀여워', 1)","('있으니', 3)","('예쁘다', 2)","('쓸쓸하네요', 2)","('좋은', 2)","('있는듯', 1)"
"('아닌가요', 2)","('아닌가', 7)","('많아', 2)","('있네', 2)","('어떤', 3)","('충실하시는', 2)","('진지하게', 5)","('없어', 2)","('괜찮으니', 2)","('이빠진', 1)","('많은', 3)","('조용히', 4)","('없다고', 4)","('없어서', 3)","('좋고', 2)","('어떡해요', 2)","('있지', 2)","('귀엽', 2)","('어떨까', 7)","('뚜렷한건', 2)","('좋테', 4)","('행복했어요', 4)","('귀여우셔요', 3)","('좋아하는거', 2)","('꾸준히', 7)","('당연히', 2)","('무리하지', 3)","('있으니까', 2)","('새로운', 4)","('완벽한', 3)","('있었는데', 2)","('좋겠네', 4)","('멋진', 3)","('같을', 3)","('행복해지길', 4)","('짧게', 3)","('부럽지', 1)","('아쉽네요', 3)","('안되는', 2)","('귀여워서', 2)","('재밌', 2)","('있었던', 1)"
"('힘든데', 2)","('아니지', 7)","('똑같은', 2)","('좋아하시는', 2)","('그러니', 3)","('아쉽지만', 2)","('재밌고', 5)","('쉬워요', 2)","('쌀쌀하더라구요', 2)","('있냐', 1)","('그래요', 3)","('좋을', 4)","('귀엽다', 4)","('재미있어요', 3)","('기대할께요', 2)","('즐거운', 2)","('귀여운', 2)","('짜릿했다', 2)","('우울할', 7)","('훌륭한', 2)","('있나', 4)","('있을께요', 4)","('없어도', 3)","('극명했', 2)","('좋았어요', 7)","('가까히', 2)","('있게', 3)","('상쾌하게', 2)","('스럽고', 4)","('있었지만', 3)","('좋구요', 2)","('좋다', 4)","('행복해하는', 3)","('비슷하신', 3)","('좋겠는데', 4)","('짧고', 3)","('강해지는거', 1)","('건강히', 3)","('아니라면', 2)","('귀여', 2)","('좋아하시나요', 2)","('아니었으면', 1)"
"('힘들고', 2)","('빨라', 7)","('아니라서', 2)","('힘없으면', 2)","('없음', 3)","('좋을', 2)","('아쉬워요', 5)","('아님', 2)","('따뜻하게', 2)","('있으니깐', 1)","('힘들', 3)","('없어요', 4)","('어느덧', 4)","('귀엽다', 3)","('이뻐요', 2)","('많았', 2)","('아닌가요', 2)","('좋아했구나', 2)","('기뻐요', 7)","('짧은', 2)","('행복해질', 4)","('있을게요', 4)","('슬픈', 3)","('이뻐라', 2)","('기대하겠습니다', 7)","('없었을것', 2)","('있답니다', 3)","('귀엽다고', 2)","('있을지', 4)","('꾸준히', 3)","('빨간', 2)","('유익하네요', 4)","('원하는', 3)","('좋죠', 3)","('없어', 4)","('같아서', 3)","('아님', 1)","('없어', 3)","('아님', 2)","('없다', 2)","('귀여우시당', 2)","('좋겠는데', 1)"
"('유쾌하게', 2)","('이런거', 7)","('대단하다', 2)","('작은', 2)","('소중한', 3)","('예쁘네요', 2)","('행복하세요', 5)","('많아서', 2)","('좋긴', 1)","('예쁘당', 1)","('반가워요', 3)","('아니냐고', 4)","('작은', 4)","('건강하게', 3)","('귀여운거', 2)","('있었으면', 2)","('없다구요', 2)","('없나요', 2)","('괜찮은', 7)","('귀엽네요', 2)","('괜찮아지신', 3)","('기대하고', 4)","('아픈', 3)","('이뻐', 2)","('있길', 7)","('없네요', 2)","('좋으니', 3)","('귀엽다구', 2)","('궁금하네요', 4)","('재밌다', 3)","('재밌어지는것', 2)","('있었습니다', 4)","('똑똑한', 3)","('있다는', 3)","('똑같은', 4)","('좋네요', 3)","('부럽다', 1)","('아닐까', 3)","('나쁜', 2)","('아닐까', 2)","('맛있겠다', 2)","('재밌는거', 1)"
"('멋있어요', 2)","('좋고', 7)","('재밌지만', 2)","('깨끗하게', 2)","('재밌는', 3)","('귀여워', 2)","('있을게요', 5)","('재미있고', 2)","('비싸요', 1)","('없어', 1)","('진정한', 3)","('회복해서', 4)","('있다면', 4)","('귀여워여', 3)","('아닙니까', 2)","('아프다', 2)","('있더라', 2)","('궁금해', 2)","('없어', 7)","('사랑스러워요', 2)","('같아서', 3)","('유일하게', 4)","('건강하시고', 3)","('좋습니다', 2)","('아니야', 7)","('재밌어서', 2)","('좋겠습니다', 3)","('많습니다', 2)","('끔찍한', 4)","('좋아', 3)","('있었습니다', 2)","('적당히', 4)","('힘들게', 3)","('아닌데', 3)","('아파요', 4)","('좋습니다', 3)","('뛰어나시네요', 1)","('재미있는', 3)","('재밌네요', 2)","('빠른', 2)","('아니에요', 2)","('공허해', 1)"
"('그렇네요', 2)","('있길', 7)","('없던', 2)","('심심하면', 2)","('있는거', 3)","('안된거', 2)","('싫어요', 5)","('없지', 2)","('편하고', 1)","('그래요', 1)","('있는거', 3)","('같아서', 4)","('행복하게', 4)","('좋겠네요', 3)","('안되는', 2)","('미쳤어요', 2)","('비싸지', 2)","('있지만', 2)","('없지만', 7)","('야무지게', 2)","('안녕하세요', 3)","('있으', 4)","('행복한', 3)","('멋져', 2)","('이쁘다', 7)","('아닐수도', 2)","('재밌게', 3)","('놀래', 2)","('싫은', 4)","('많은데', 3)","('좋네요', 2)","('이런건', 3)","('시려', 3)","('건강하게', 3)","('비슷하게라도', 4)","('예쁘', 3)","('새로운', 1)","('재밌어', 3)","('없지', 2)","('건강하게', 2)","('심심하니', 2)","('있군요', 1)"
"('어때요', 2)","('재밌는데', 7)","('없었답니다', 2)","('아까까지', 2)","('안되나', 2)","('새롭다', 2)","('있으시나요', 5)","('행복해', 2)","('좋은데', 1)","('행복한거에요', 1)","('그러실까', 3)","('필요한', 4)","('그런지', 4)","('반갑습니다', 3)","('솔직히', 2)","('솔직한', 2)","('아까', 2)","('안되나요', 2)","('딱히', 7)","('힘드', 2)","('아닌지', 3)","('많으셨습니다', 4)","('아닐까', 3)","('아님', 2)","('없다', 7)","('있을것', 2)","('높은', 3)","('놀래서', 2)","('이상한', 4)","('멋있네', 3)","('같은거', 2)","('있다는게', 3)","('찡하네요', 3)","('당연히', 3)","('아픈지', 4)","('오묘한', 3)","('신선하고', 1)","('솔직히', 3)","('연결해', 2)","('있음', 2)","('아니니까', 2)","('안된다', 1)"
"('착하고', 2)","('귀엽네', 7)","('중요하지만', 2)","('귀여우셔', 2)","('부럽네', 2)","('바쁜', 2)","('행복하게', 5)","('귀여운거', 1)","('비싼지', 1)","('힘들어요', 1)","('많아요', 3)","('당연히', 4)","('있지', 4)","('힘드셨을텐데', 3)","('계시잖아요', 2)","('빠른듯', 2)","('많더라구요', 2)","('부드러워졌네요', 2)","('힘들어서', 7)","('영원히', 2)","('있음', 3)","('아님', 4)","('마라', 3)","('귀엽네', 2)","('죄송합니다', 6)","('예쁜가요', 2)","('귀엽네요', 3)","('싫어', 2)","('멋져요', 4)","('멋져', 3)","('좋습니다', 2)","('같습니다', 3)","('힘들어', 3)","('아닌가요', 3)","('아닐까', 4)","('이뻐서', 3)","('재밌었습니다', 1)","('심하지', 3)","('좋겠네', 2)","('완전히', 2)","('그럼에도', 2)","('재밌는데', 1)"
"('넘치시는거', 2)","('아까', 7)","('중요하다', 2)","('같으니', 2)","('어떨까', 2)","('그만한', 2)","('부탁드려요', 5)","('아니냐', 1)","('슬프다', 1)","('소소하게', 1)","('귀엽네요', 3)","('특이한', 4)","('새로운', 4)","('행복하게', 3)","('행복하게', 2)","('있었다는', 2)","('많아서', 2)","('같았는데', 2)","('우울하고', 7)","('있지만', 2)","('미안해', 3)","('포근한', 4)","('부럽고', 3)","('아닌지요', 2)","('기대하고', 6)","('깊은', 2)","('귀엽잖아', 3)","('아닌데', 2)","('퍼런', 4)","('빠르네', 3)","('완전히', 2)","('간절히', 3)","('힘들어요', 3)","('소중한', 3)","('아프신', 4)","('아닌가요', 3)","('나쁘다', 1)","('안됩니다', 3)","('없고', 2)","('좋겠습니다', 2)","('귀여워서', 2)","('불편함', 1)"
"('전화하셔서', 2)","('귀엽', 6)","('아닌듯', 2)","('재밌겠다', 2)","('행복해하는', 2)","('있어야죠', 2)","('힘들었던', 5)","('영리하지', 1)","('비싸구', 1)","('좋겠어요', 1)","('조용히', 3)","('편해요', 4)","('있죠', 4)","('기뻐요', 3)","('엄청난', 2)","('느긋하고', 2)","('그런지', 2)","('자연스러워진거', 2)","('좋아하는', 7)","('그런게', 2)","('불쌍한', 3)","('아쉬운', 4)","('있을게요', 3)","('그래요', 2)","('있지만', 6)","('그랬던', 2)","('있는건', 3)","('속상하셨는지', 2)","('아닌거', 4)","('희준이에게', 3)","('있었다구', 2)","('없죠', 3)","('같아서', 3)","('좋지', 3)","('아픈데', 4)","('없다는', 3)","('무섭다', 1)","('안되나', 3)","('아픈건', 2)","('빠르', 2)","('아플', 1)","('미쳤어요', 1)"
"('짭짤할', 2)","('있었다구', 6)","('다정하네요', 2)","('좋아요', 2)","('예쁘시고', 2)","('바쁜거', 2)","('슬프네요', 4)","('있자나', 1)","('비싸고', 1)","('기쁘고', 1)","('두근거리는것을', 2)","('많아요', 4)","('힘들고', 4)","('사랑스러운', 3)","('귀엽네요', 2)","('평화로운', 2)","('어떤', 2)","('기쁘네요', 2)","('멋진', 7)","('없어서', 2)","('있을것', 3)","('행복하게', 4)","('있겠어요', 3)","('수줍고', 2)","('없어요', 6)","('먼데', 2)","('좋네요', 3)","('있었는데', 2)","('없으니', 4)","('당했던', 3)","('어둡', 2)","('좋아하는', 3)","('좋아하던', 3)","('그러다', 3)","('꾸준히', 4)","('이쁘고', 3)","('당연히', 1)","('괜찮습니다', 2)","('싫은데요', 2)","('재미있게', 2)","('아닌가요', 1)","('재미없는', 1)"
"('많으셨을것', 2)","('이상한거', 6)","('아니었을까', 2)","('아닌데', 2)","('부끄러워', 2)","('다분했네', 2)","('없습니다', 4)","('없는데', 1)","('가능한', 1)","('아름다운', 1)","('조질', 2)","('이런거', 4)","('없고', 4)","('그럴수', 2)","('확실히', 2)","('부드럽고', 2)","('있는거', 2)","('성공해서', 2)","('있으니', 7)","('있는건', 2)","('없으니까', 3)","('귀여워요', 4)","('편히', 3)","('예뻐요', 2)","('기뻐요', 6)","('신선하구', 2)","('작은', 3)","('좋아했어요', 2)","('변한', 4)","('귀하군요', 3)","('반가워요', 2)","('끔찍한', 3)","('아프네요', 3)","('재밌는', 3)","('그럴', 4)","('재밌다', 3)","('미쳤다', 1)","('빠르게', 2)","('없겠죠', 2)","('고마운', 2)","('없지', 1)","('재밌네요', 1)"
"('좋아하는', 2)","('예뻐', 6)","('좋게', 2)","('재미있는', 2)","('예뻐서', 2)","('지겹게', 2)","('빠를수록', 4)","('무서워하는데', 1)","('없어서', 1)","('아니겠습니까', 1)","('있는거죠', 2)","('아닌지', 4)","('있지만', 4)","('어렵네요', 2)","('멋져요', 2)","('특별한', 2)","('그러는', 2)","('같아서', 2)","('계신', 7)","('엄청나게', 2)","('있었나', 3)","('이쁜데요', 4)","('아쉽지만', 3)","('아름다워요', 2)","('예쁘고', 6)","('입니당', 2)","('아닌데', 3)","('안된다고', 2)","('비슷해서', 3)","('재밌고', 3)","('당연하고', 1)","('좋을', 3)","('노란', 3)","('비슷하네요', 3)","('슬퍼요', 4)","('기대하며', 3)","('재미있는', 1)","('아쉽다', 2)","('없네요', 2)","('뿐임니다', 2)","('짧음', 1)","('재밌게', 1)"
"('어떠실지', 2)","('재밌다', 6)","('있나', 2)","('아니다', 2)","('당당한', 2)","('다양하네요', 2)","('멋지게', 4)","('무서울것', 1)","('같은건', 1)","('즐거워하는', 1)","('재밌는거죠', 2)","('재밌어요', 4)","('힘든', 4)","('안된다는', 2)","('있구나', 2)","('가능한', 2)","('귀엽다', 2)","('불안해', 2)","('궁금합니다', 7)","('서먹한', 2)","('망했네', 3)","('많아서', 3)","('참된', 3)","('귀여워라', 2)","('아니다', 6)","('익숙하셔서', 2)","('미치겠다', 3)","('그랬을까', 2)","('그렇게나', 3)","('좋겠다', 3)","('당연함', 1)","('없지', 3)","('이상한', 3)","('싫으면', 3)","('아팠어요', 4)","('똑같은', 3)","('아닌가요', 1)","('좋고', 2)","('있습니다만', 2)","('미친', 2)","('어떡하', 1)","('재미있다', 1)"
"('이상한', 2)","('없지만', 5)","('기대하며', 2)","('좋았으', 2)","('안되니', 2)","('쉬운게', 2)","('어떠신', 4)","('좋아하는', 1)","('비싼것', 1)","('사랑스러울', 1)","('설레게', 2)","('무섭', 4)","('그러니', 4)","('올바른', 2)","('같단', 2)","('잔잔하고', 2)","('피곤할', 2)","('그러면은', 2)","('그래요', 6)","('스러우셨을', 2)","('강한', 3)","('궁금하네요', 3)","('그리워', 3)","('있는게', 2)","('기대할게요', 5)","('없어요', 2)","('날카롭고', 3)","('더라구요', 2)","('아니에요', 3)","('실패했지만', 2)","('작은', 1)","('없었으면', 3)","('좋으니', 3)","('귀엽고', 3)","('건강하시고', 4)","('건강하시길', 3)","('강하신', 1)","('인해서', 2)","('멸망합니다', 2)","('많다', 2)","('아니게', 1)","('재밌어용', 1)"
"('없는것', 2)","('잘생겼다', 5)","('빵터졌어요', 2)","('그만해', 2)","('엄청나네요', 2)","('아니네요', 2)","('있었던', 4)","('작작해라', 1)","('비싸겠는데요', 1)","('가득하자', 1)","('기대할게요', 2)","('좋네요', 3)","('행복한', 4)","('훈훈해지는', 2)","('예쁘냐', 2)","('좋다', 2)","('신선한', 2)","('재밌는데', 2)","('있는건', 6)","('헷갈릴만', 2)","('진하가', 3)","('궁금해', 3)","('멋집니다', 3)","('같앗', 2)","('재밌고', 5)","('있어야', 2)","('죄송해요', 3)","('이쁘고', 2)","('행복하고', 3)","('뚜렷하고', 2)","('미쳤음', 1)","('악랄한', 3)","('미안해', 3)","('바빠서', 3)","('힘들어서', 4)","('원하시는', 3)","('귀여운거', 1)","('행복한데', 2)","('좋아', 2)","('당했는데', 2)","('힘들어요', 1)","('참신하고', 1)"
