사는 게 이게 모양?!,빨간 고백,위닝샷!,집순이에 대하여,자작 보드게임 동아리,500원 토끼,솔의 일기,이래봬도2학년,대공녀는 거기에 없었다,범고래아가씨,"77년생, 열아홉",두남자일기,여기서 한잔할래?,좋아하는거 참으면 병나요!,딴 짓이 제일 재밌어,스토커의 하루,띵동! 도토리에요,마이데이,판타지 TV,만월에 핀 연꽃,전지적덕후시점,너와 나의 하늘색,너와 가까워지는 거리,어둠의 일상툰,하이스쿨 콤플렉스(마이동풍),함께 할 때까지,이세계 국밥 마스터,우당탕 입큰이,좀비랜드,내 매력에 퐁당,나타나주세요!,하루의 하늘,한 뼘 공포집,해피하우스,살인교사,템플러,직업 : 며느리,"뼈와 재, 불의 이야기",남편 먹는 여자,너와 나의 몰디브,체리 블러드,모두의 미아씨,158동 진상부부,공원여행,살인범과 산다,애포칼립스,미신반신,의대생 하루,하나리즈,식봉툰,국밥소녀
"('안되네요', 1)","('불쌍하다', 1)","('부탁드려요', 1)","('재밌고', 1)","('뿐임', 2)","('아파요', 1)","('이쁘구여', 1)","('이쁘게', 1)","('미안합니다', 2)","('아니냐', 1)","('같아서', 1)",,"('저렴한', 1)","('답답하냐', 1)",,,"('재미있네요', 1)","('재미있다', 1)","('변하면', 1)","('힘드니', 1)","('그러다', 2)","('있겠지', 1)","('아니네', 1)","('원하시면', 1)","('사랑스러운', 1)",,,,"('같어요', 1)","('재미없당', 1)","('계시냐고', 1)",,,,"('짜증남', 1)",,"('적당할', 2)","('완전히', 1)",,"('뻔해', 1)","('입니다의', 1)",,,,,"('까매진건', 1)",,"('따뜻할거야', 1)","('신기하더라고요', 1)",,"('노란', 1)"
"('기쁘네요', 1)","('쓸쓸하겟다', 1)","('미쳐', 1)","('비슷해서', 1)","('충분히', 2)","('당해서', 1)","('아픈데', 1)","('좋아요', 1)","('있었던거야', 2)","('빡쳐서', 1)","('아니라고요', 1)",,"('좋죠', 1)","('그러는데', 1)",,,"('어떡하지', 1)","('즐거운', 1)","('안되나', 1)","('아니어야', 1)","('행복합니다', 2)","('불쌍하네', 1)","('불쌍한거', 1)","('재밌게', 1)","('귀여워라', 1)",,,,"('있었다는데', 1)","('재미없다', 1)","('계신거', 1)",,,,"('있지', 1)",,"('아니라고', 2)","('불편하면', 1)",,"('있었는데', 1)","('강해질', 1)",,,,,"('얇게', 1)",,"('냉정할', 1)","('두근거리네요', 1)",,"('있으니까', 1)"
"('뭉클하기도', 1)","('스러울까', 1)","('기대합니다', 1)","('시원했어요', 1)","('있나', 2)","('귀여', 1)","('아니까', 1)","('재미있을', 1)","('미쳐', 2)","('좋아한다고', 1)","('더해요', 1)",,"('황홀하게', 1)","('답답하고', 1)",,,"('예쁜것', 1)","('편안하다', 1)","('슬퍼하라고', 1)","('높은데', 1)","('어느새', 2)","('좋아하네오', 1)","('아니란다', 1)","('옳지요', 1)","('바빠서', 1)",,,,"('쉬운', 1)","('시급합니다', 1)","('좋테하는것', 1)",,,,"('안되는지', 1)",,"('착한', 2)","('같내요', 1)",,"('반가워서', 1)","('귀엽잖아요', 1)",,,,,"('아니지만', 1)",,"('그럴거야', 1)","('변했으면', 1)",,"('있으셨네요', 1)"
"('이상하게', 1)","('좋니', 1)","('부탁드려용', 1)","('불쾌한', 1)","('예쁨', 2)","('같지는', 1)","('아파요', 1)","('좋겠다', 1)","('좋아했기', 2)","('위험한', 1)","('붉히는거', 1)",,"('없었어요', 1)","('없어', 1)",,,"('같지', 1)","('맛있는거', 1)","('같다는', 1)","('재미있어여', 1)","('안녕하세요', 2)","('많죠', 1)","('좋지', 1)","('싫어하나', 1)","('재밌었어요', 1)",,,,"('아닐', 1)","('높지', 1)","('있으니까', 1)",,,,"('궁금한데', 1)",,"('옳다고', 2)","('기대할께요', 1)",,"('좋긴', 1)","('있을까요', 1)",,,,,"('보들보들해져요', 1)",,"('다행히', 1)","('다르다니', 1)",,"('안되는게', 1)"
"('궁금함', 1)","('좋은', 1)","('성공한거', 1)","('아픔', 1)","('없지', 2)","('좋아용', 1)","('그랬으면', 1)","('죄송합니다', 1)","('좋아하고', 2)","('음흉한', 1)","('귀여워', 1)",,"('있었을', 1)","('그러니깐', 1)",,,"('기대했다구요', 1)","('그러셨어요', 1)","('무리하지말고', 1)","('아니려나', 1)","('아닌가', 2)","('재미있습니다', 1)","('좋아해인듯', 1)","('그런게', 1)","('있을게요', 1)",,,,"('그런거잖아요', 1)","('있으니', 1)","('있나여', 1)",,,,"('미쳤다는데', 1)",,"('유치한', 2)",,,"('좋겠어요', 1)","('아니냐', 1)",,,,,"('가능하', 1)",,"('있었어용', 1)","('부러운', 1)",,"('있군요', 1)"
"('멋졌구나', 1)","('없음', 1)","('없는거긴', 1)","('좋아하는', 1)","('뚜렷해서', 2)","('미친', 1)","('이쁜것', 1)","('힘드실', 1)","('입니다만', 2)","('없음', 1)","('없어', 1)",,"('뿐이죠', 1)","('괜찮아', 1)",,,"('재수없게', 1)","('재미있어요', 1)","('있죠', 1)","('안되는거', 1)","('편해요', 2)","('마라', 1)","('아깝다고', 1)","('아니였구나', 1)","('힘드실', 1)",,,,"('좋아요', 1)","('그렇기', 1)","('있으시면', 1)",,,,"('귀엽다', 1)",,"('부럽네요', 2)",,,"('중요한건', 1)","('드럽다', 1)",,,,,"('좋아용', 1)",,"('맛없다는', 1)","('속상해요', 1)",,"('배고파요', 1)"
"('자랑스럽다', 1)","('고픔', 1)","('없나요', 1)","('괜찮아', 1)","('없어도', 2)","('있답니다', 1)","('귀여웠는데', 1)","('같단', 1)","('아닌지', 2)","('죄송합니다', 1)","('재밌어서', 1)",,"('맛있는거', 1)","('재밌다는게', 1)",,,"('탄탄한', 1)","('좋다', 1)","('진지한', 1)","('있을수있지', 1)","('신비로운', 2)","('착한', 1)","('좋아해로', 1)","('좋아해서', 1)","('좋네', 1)",,,,"('많냐', 1)","('있기', 1)","('작은', 1)",,,,"('짜증나', 1)",,"('심하시고', 2)",,,"('좋앗는데', 1)","('예쁜것', 1)",,,,,"('안되는', 1)",,"('좋을것', 1)","('속상하시겠지만', 1)",,"('깊으신', 1)"
"('없다', 1)","('힘들거', 1)","('없네요', 1)","('두려워하지말고', 1)","('열등한', 2)","('있음', 1)","('대단하다', 1)","('있었네요', 1)","('진정해', 2)","('많을걸', 1)","('있냐', 1)",,"('조아요', 1)","('있었어서', 1)",,,,"('그랬으니까', 1)","('궁금해서', 1)","('가능한대', 1)","('있으래요', 2)","('아니다', 1)","('역겨워', 1)","('맛있다니', 1)","('있네', 1)",,,,"('없니', 1)","('같군', 1)","('있나', 1)",,,,"('착한', 1)",,"('평화로운', 2)",,,"('아쉽', 1)","('안녕하세요', 1)",,,,,"('힘든데', 1)",,"('맛있어', 1)","('싫어하는', 1)",,"('당당한', 1)"
"('아니구', 1)","('같지', 1)","('좋겠어용', 1)","('싫은건', 1)","('붉은', 2)","('어때용', 1)","('아니냐고요', 1)","('기대했는데', 1)","('그러는거야', 2)","('아름다워', 1)","('좋테가', 1)",,"('스럽군요', 1)","('좋지만', 1)",,,,"('답답하냐', 1)","('부탁드려요', 1)","('많은대', 1)","('같은데요', 2)","('안될까', 1)","('어떡해', 1)","('있든', 1)","('당하셨다니', 1)",,,,"('그러', 1)","('그러니', 1)","('그러니', 1)",,,,"('미치지', 1)",,"('더라구요', 2)",,,"('좋았고', 1)","('없지만', 1)",,,,,"('힘듬', 1)",,"('좋으면', 1)","('아닌데도', 1)",,"('없었다', 1)"
"('귀한', 1)","('미쳤오', 1)","('좋겠음', 1)","('조져놓습니다', 1)","('없는거', 2)","('같으건', 1)","('행복해질', 1)","('아님', 1)","('자유로워진다고', 2)","('있네', 1)","('미쳤', 1)",,"('힘드시면', 1)","('좋겠는', 1)",,,,"('잘생겼', 1)","('작은', 1)","('아니겠지', 1)","('친한', 2)","('있으', 1)","('좋겠', 1)","('없든', 1)","('좋아하나', 1)",,,,"('너무하세요', 1)","('없어요', 1)","('기쁘네요', 1)",,,,"('미치냐', 1)",,"('좋겠습니까', 2)",,,"('반갑습니다', 1)","('확실한', 1)",,,,,"('빨라요', 1)",,"('싫게', 1)","('다르다는', 1)",,
"('저랬을', 1)","('아프지', 1)","('좋고', 1)","('예뻐서', 1)","('치사하잖아', 2)","('없는줄', 1)","('있는거겠죠', 1)","('같네용', 1)","('슬퍼', 2)","('있는거', 1)","('아쉬웠는데', 1)",,"('비쌈', 1)","('답답할', 1)",,,,"('싫어', 1)","('없더라구요', 1)","('있으셨구나', 1)","('짧아서', 2)","('담하는', 1)","('힘들고', 1)","('맛있지는', 1)","('귀여워요', 1)",,,,"('좋아하게', 1)","('잘생겼어요', 1)","('고마워', 1)",,,,"('예쁘고', 1)",,"('아니라도', 2)",,,"('좋았어요', 1)","('착하다는', 1)",,,,,"('심해서', 1)",,"('이상한', 1)","('좋으시겠어요', 1)",,
"('따뜻한', 1)","('어떻해', 1)","('설레었어요', 1)","('그럴거', 1)","('심오하다', 2)","('힘든데', 1)","('행복해지는', 1)","('같내요', 1)","('강한데도', 2)","('멍청한', 1)","('의하면', 1)",,"('유일한', 1)","('있지만', 1)",,,,"('시급합니다', 1)","('확실하구만', 1)","('없어요', 1)","('행복할', 2)","('잘생겼고', 1)","('벅차고', 1)","('환장한답니다', 1)","('미친다', 1)",,,,"('아프다', 1)","('귀여운', 1)","('없었던', 1)",,,,"('미쳐가지고', 1)",,"('힘들어요', 2)",,,"('반가워진', 1)","('비슷하지', 1)",,,,,"('힘들어서', 1)",,"('가벼', 1)","('정확한', 1)",,
"('멋지다', 1)","('슬픈건데', 1)","('많은데', 1)","('많아서', 1)","('징징대는', 2)","('어지럽다', 1)","('같다는', 1)","('있는거', 1)","('강해야', 2)","('좋아용', 1)","('있어도', 1)",,"('좋겠지만', 1)","('아니냐며', 1)",,,,"('조아요', 1)","('재밌었다', 1)","('있다는', 1)","('같은건', 2)","('예쁘고', 1)","('당하려니', 1)","('좋아하시는군요', 1)","('어이없', 1)",,,,"('같잖아용', 1)","('재밌', 1)","('없길래', 1)",,,,,,"('있어야죠', 2)",,,"('유일한', 1)","('상관없다', 1)",,,,,"('차가', 1)",,"('심한말아니냐', 1)","('힘드실텐데', 1)",,
"('있겠어', 1)","('나쁜', 1)","('재밌냐', 1)","('약해서', 1)","('많았게', 2)","('없나', 1)","('기특하고', 1)","('같기도', 1)","('안쓰러워요', 2)","('좋아할줄', 1)","('행복해', 1)",,"('좋아하는데', 1)","('중요하죠', 1)",,,,"('행복하네요', 1)","('무서워지', 1)","('행복하자', 1)","('짧던데요', 2)","('필요하거든요', 1)","('힘든것', 1)","('좋아했는데', 1)","('원함니다', 1)",,,,"('우직하고', 1)","('괜찮아요', 1)","('다양하게', 1)",,,,,,"('잘맞을', 2)",,,"('괜찮아요', 1)","('짜증난다', 1)",,,,,"('없어도', 1)",,"('빠르다', 1)","('행복하거든요', 1)",,
"('좋겠다', 1)","('이쁘자', 1)","('안됨', 1)","('무섭네요', 1)","('특별한', 2)","('귀엽니', 1)","('예쁘다', 1)","('설렙니다', 1)","('재밌었습니다', 2)",,"('나쁜건', 1)",,"('잘생김', 1)","('솔직히', 1)",,,,"('심했잖아', 1)","('쎌까', 1)","('충분히', 1)","('실패했죠', 2)","('못마땅한', 1)","('솔직해야', 1)","('아니지만', 1)","('필요합니다', 1)",,,,"('무섭다', 1)","('재미있어서', 1)","('미쳤다이거', 1)",,,,,,"('심하게', 2)",,,"('아님', 1)","('위험하다는데', 1)",,,,,"('없어요', 1)",,"('유명함', 1)","('기대하고', 1)",,
"('한결같은', 1)","('슬펐', 1)","('좋아야', 1)","('아프더라구요', 1)","('원한다', 2)","('사랑스럽다', 1)","('아닐까', 1)","('높은', 1)","('저렇게라도', 2)",,"('이쁨요', 1)",,"('편안한대로', 1)","('이런거', 1)",,,,"('많네', 1)","('아프지말고', 1)","('훌륭한', 1)","('좋으신', 2)","('없다', 1)","('아프고', 1)","('그렇다구요', 1)","('짧게', 1)",,,,"('좋테나', 1)","('재밌다', 1)","('이래', 1)",,,,,,"('엄청나게', 2)",,,"('안될까', 1)","('그래놓고', 1)",,,,,"('빠른지요', 1)",,"('무섭구', 1)","('부끄러워서', 1)",,
"('다르셨군요', 1)","('귀엽잖아', 1)","('불편하다', 1)","('시원한', 1)","('가볍게', 2)","('있으므로', 1)","('많은', 1)","('기대해', 1)","('아니겠죠', 2)",,"('이쁘구', 1)",,"('중요하니', 1)","('확실해', 1)",,,,"('많고', 1)","('괜찮아지면', 1)","('그럴', 1)","('행복했던', 2)","('행복했으면', 1)","('솔직하고', 1)","('싫어', 1)","('없당', 1)",,,,"('싫테야', 1)","('같음', 1)","('많던데', 1)",,,,,,"('원하신건', 2)",,,"('좋았는', 1)","('그러니', 1)",,,,,"('좋을거', 1)",,"('비싼건', 1)","('굉장히', 1)",,
"('상관없습니다', 1)","('아픈', 1)","('중요하다고', 1)","('조그마한', 1)","('기대하고', 2)","('어지럽군요', 1)","('아프지만', 1)","('기대할께요', 1)","('불안한데', 2)",,"('궁금해져여', 1)",,"('편하신대로', 1)","('안녕하세요', 1)",,,,"('재밌던데요', 1)","('부담스러', 1)","('그랬으면', 1)","('재밌게', 2)","('좋겠어', 1)","('솔직할수있는', 1)","('싫다', 1)","('궁금하네', 1)",,,,"('찰져요', 1)","('괜찮은데', 1)","('좋지', 1)",,,,,,"('계신거에요', 2)",,,"('좋았어', 1)","('웬만해', 1)",,,,,"('식겁했지요', 1)",,"('있겠네요', 1)","('좋아하셨을', 1)",,
"('미다', 1)","('있었네', 1)","('곤란하다', 1)","('예쁘답니다', 1)","('심하셨을', 2)","('있군요', 1)","('아련함', 1)","('아닐까', 1)","('만족스럽습니다', 2)",,"('귀여운', 1)",,"('있었답니당', 1)","('노출할', 1)",,,,"('검은', 1)","('건강하세요', 1)","('좋았겠지만', 1)","('귀여울거', 2)","('힘들었다고', 1)","('아녔어', 1)","('싫어요', 1)","('있지', 1)",,,,"('더한', 1)","('이상함', 1)","('기뻐', 1)",,,,,,"('교활한', 2)",,,"('이쁜', 1)","('그러질', 1)",,,,,"('진지하게', 1)",,"('좋아', 1)","('예쁘대', 1)",,
"('부담스러워요', 1)","('안녕하세여', 1)","('힘들고', 1)","('가능해요', 1)","('반갑게', 2)","('귀엽습니다', 1)","('두근거림', 1)","('궁금하네요', 1)","('새롭네요', 2)",,"('쎄해', 1)",,"('배고파요', 1)","('많은', 1)",,,,"('냉정한', 1)","('재밌', 1)","('야하지', 1)","('미다', 2)","('힘들었을', 1)","('싫어해', 1)","('좋다', 1)","('없게', 1)",,,,"('멋지셨다', 1)","('같은게', 1)","('그럴', 1)",,,,,,"('없는게', 2)",,,"('건강히', 1)","('강하단', 1)",,,,,"('아닌데', 1)",,"('같어', 1)","('부럽네요', 1)",,
"('어려운거', 1)",,"('힘들다', 1)","('아팠', 1)","('다르지만', 2)","('입니', 1)","('부드러운', 1)","('재미있었어요', 1)","('곧있으면', 2)",,"('짜증나는것', 1)",,"('먼듯', 1)","('부탁드립니다', 1)",,,,"('많은데', 1)","('다르게', 1)","('아니구', 1)","('있었습니다', 2)","('작아서', 1)","('슬프다', 1)","('없군요', 1)","('좋으니', 1)",,,,"('재미있는', 1)","('좋다는건', 1)","('좋아하는것', 1)",,,,,,"('힘들었을거', 2)",,,"('안된', 1)","('있어야하니깐', 1)",,,,,"('무거운데', 1)",,"('없습니다', 1)","('없나아', 1)",,
"('뒤늦게', 1)",,"('이상한거긴', 1)","('따끔하면', 1)","('재밌을것', 2)","('있었어', 1)","('행복해졌으면', 1)","('좋았을텐데', 1)","('같은데요', 2)",,"('이럴', 1)",,"('특이하네요', 1)","('기대할게', 1)",,,,"('빡쳐', 1)","('있었다', 1)","('많앗구나', 1)","('안되던데', 2)","('너무해', 1)","('빨라', 1)","('상쾌하고', 1)","('기대하겠습니다', 1)",,,,"('귀여우셔요', 1)","('있을거', 1)","('있겠', 1)",,,,,,"('편한거', 2)",,,"('시러용', 1)","('그럴', 1)",,,,,"('힘들텐데', 1)",,"('길어', 1)","('이뻐용', 1)",,
"('많을까봐', 1)",,"('고파', 1)","('아플거', 1)","('좋지', 2)","('슬퍼', 1)","('좋겠습니다', 1)","('그러니깐', 1)","('아니였네요', 2)",,"('자유로워', 1)",,"('괜찮은데', 1)","('있다면', 1)",,,,"('좋아하는', 1)","('재밌네요', 1)","('예쁘게', 1)","('있네', 2)","('중요하', 1)","('좋겠당', 1)","('너무하다고', 1)","('즐거운', 1)",,,,"('짧아', 1)","('이상했어', 1)","('행복했는데', 1)",,,,,,"('같기도', 2)",,,"('건강한', 1)","('없을거', 1)",,,,,"('무섭지요', 1)",,"('예쁘다고', 1)","('있을까요', 1)",,
"('아니구요', 1)",,"('재미있습니다', 1)","('같음', 1)","('싫어하는', 2)","('파산해도', 1)","('행복해야지', 1)","('부럽네요', 1)","('멋있으면', 2)",,"('설레요', 1)",,"('좋으실듯', 1)","('있지도', 1)",,,,"('괜찮', 1)","('궁금한게', 1)","('있었다고', 1)","('반가워라', 2)","('좋아', 1)","('좋구', 1)","('상쾌하게', 1)",,,,,"('안되나여', 1)","('괜찮긴', 1)","('자랑스럽', 1)",,,,,,"('그런게', 2)",,,"('궁금함다', 1)","('같지만', 1)",,,,,"('계셨', 1)",,"('비싼대', 1)","('행복하셨겠어요', 1)",,
"('정확히', 1)",,"('섭하지', 1)","('없나요', 1)","('좋아하는', 2)","('그래요', 1)","('착하다', 1)","('시큰해지네요', 1)","('있는지라', 2)",,"('설레', 1)",,"('미쳤다', 1)","('비싸서', 1)",,,,"('있을게', 1)","('귀여운데', 1)","('있구', 1)","('부러운', 2)","('나쁘다고', 1)","('궁금해요', 1)","('달콤하게', 1)",,,,,"('그렇다', 1)","('뻔함은', 1)","('독특하고', 1)",,,,,,"('재밌게', 2)",,,"('아프면', 1)","('같음', 1)",,,,,"('괜찮으세요', 1)",,"('이뿌지만', 1)","('심한거', 1)",,
"('싫고', 1)",,"('있답니다', 1)","('새로', 1)","('좋아하지', 2)","('안될까', 1)","('찡했는데', 1)","('유일하게', 1)","('멋져요', 2)",,"('기대하겠습니다', 1)",,"('많더라고요', 1)","('아니었군요', 1)",,,,"('아닌데', 1)","('귀엽든', 1)","('아니니', 1)","('귀엽고', 2)","('아닌듯', 1)","('시급합니다', 1)","('불쌍해요', 1)",,,,,"('있다구', 1)","('아까', 1)","('재밌다싶었는데', 1)",,,,,,"('있다는', 2)",,,"('아프지말고', 1)","('고맙다고', 1)",,,,,"('없어', 1)",,"('있지', 1)","('이상한', 1)",,
"('이뻐요', 1)",,"('똑같은', 1)","('즐거운', 1)","('좋겠습니다', 2)","('없을', 1)","('행복해졌어요', 1)","('같아서', 1)","('예쁘네요', 2)",,"('재밌습니다', 1)",,"('예쁘고', 1)","('잘생겼는데', 1)",,,,"('그랬어', 1)","('좋네요', 1)","('아닐듯', 1)","('좋네요', 2)","('시러', 1)","('미안해', 1)","('맛있어용', 1)",,,,,"('좋은데', 1)","('아니였으니깐', 1)","('기뻐서', 1)",,,,,,"('멋집니다', 2)",,,"('좋으신', 1)","('없니', 1)",,,,,"('싫어해요', 1)",,"('좋아할것', 1)","('한심하고', 1)",,
"('깔끔하고요', 1)",,"('좋게', 1)","('아플것', 1)","('재밌었습니다', 2)","('좋으면서', 1)","('잘생길', 1)","('울적해지고', 1)","('이뻐', 2)",,"('있서', 1)",,"('부드럽게', 1)","('재밌었어요', 1)",,,,"('멍청해서', 1)","('궁금한', 1)","('자린', 1)","('안됨', 2)","('나쁘셨다', 1)","('없나', 1)","('싫어하는걸', 1)",,,,,"('있었으면', 1)","('그렇지', 1)","('고맙다', 1)",,,,,,"('다르긴', 2)",,,"('즐거운', 1)","('위험할', 1)",,,,,,,"('있답니다', 1)","('재미없게', 1)",,
"('현명한', 1)",,"('재밌었는데', 1)","('같던데', 1)","('있구만', 1)","('부끄러운', 1)","('포근하고', 1)","('그리워졌어요', 1)","('왠만한', 2)",,"('유일하게', 1)",,"('이뻐용', 1)","('아니라면', 1)",,,,"('시급하다', 1)","('있었나', 1)","('있다고요', 1)","('어렵네요', 2)","('힘든것도', 1)","('기쁘단다', 1)","('맛있는데', 1)",,,,,"('어떡하지', 1)","('이럴수가', 1)","('야해', 1)",,,,,,"('답답하긴', 2)",,,"('예쁘구', 1)","('나빴다', 1)",,,,,,,"('좋고', 1)","('그러지', 1)",,
"('있게', 1)",,"('아니더라도', 1)","('아니군', 1)","('아니냐', 1)","('어떡해', 1)","('괜찮아', 1)","('느리더라도', 1)","('낮게', 2)",,"('미쳐내가', 1)",,"('같아여', 1)","('없다', 1)",,,,"('급해요', 1)","('슬퍼요', 1)","('귀여우세요', 1)","('아니냐고', 2)","('없으니', 1)","('이쁘냐', 1)","('귀여운', 1)",,,,,"('약한', 1)","('좁아여', 1)","('그러면안', 1)",,,,,,"('중요한', 2)",,,"('좋고', 1)","('빡친다', 1)",,,,,,,"('예뻐', 1)","('심한듯', 1)",,
"('솔직히', 1)",,"('가능하다고', 1)","('괜찮았던', 1)","('없으니', 1)","('좋테를', 1)","('행복한', 1)","('간절히', 1)","('싫어하시죠', 1)",,"('풋풋하다', 1)",,"('독특하네요', 1)","('인해', 1)",,,,"('있었음', 1)","('괜찮겠지', 1)","('있다가', 1)","('소홀해지냐고', 2)","('넉넉한', 1)","('어떠니', 1)","('없죠', 1)",,,,,"('궁금합니다', 1)","('없는데', 1)","('뿌듯한', 1)",,,,,,"('기대할게요', 2)",,,"('어떤', 1)","('야해', 1)",,,,,,,"('귀엽냐', 1)","('예쁘게', 1)",,
